;link.law;actor;date;link.statement
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;divibib GmbH (digitale virtuelle blbliotheken);03. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03032017_Stellungnahme_divbib_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;EKD;02. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03022017_Stellungnahme_EKD_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;AG Verleih (Verband unabhängiger Filmverleiher e.V.);02. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03022017_Stellungnahme_AG_Verleih_RefE_UrhWissG.pdf?__blob=publicationFile&v=4
Gesetz zur Bekämpfung von Kinderehen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Kinderehe.html;Kommissariat der deutschen Bischöffe;01. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03012017_Stellungnahme_Bischoeffe_RefE_Kinderehe.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Bühnenverein;01. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Buehnenverein_RefE_UrhWissG.pdf?__blob=publicationFile&v=4
Gesetz zur Umsetzung der Richtlinie (EU) 2015/2436 des Europäischen Parlaments und des Rates vom 16. Dezember 2015 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über die Marken – Markenrechtsmodernisierungsgesetz (MaMoG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/MaMoG.html;Deutscher Anwaltverein;01. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02242017_Stellungnahme_DAV_RefE_MaMoG.pdf?__blob=publicationFile&v=2
Gesetz zur Änderung des Strafgesetzbuchs – Stärkung des Schutzes von Vollstreckungsbeamten und Rettungskräften;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Schutz_Vollstreckungsbeamte_Rettungskraefte.html;Bundesrechtsanwaltskammer (BRAK);01. Mrz 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/03012017_Stellungnahme_BRAK_RefE_StGB%20%C3%84ndG%20-%20Vollstreckungsbeamte.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;NA;28. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02282017_Stellungnahme_hsg_RefE_UrhWissG.pdf?__blob=publicationFile&v=1
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;CIOs der Hochschulen in Bayern sowie die Leitungen der Rechenzentren an Hochschulen in Bayern und des Leibniz-Rechenzentrums der Bayerischen Akademie der Wissenschaften;28. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_cio_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Kulturrat e.V.;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_kulturrat_RefE_UrhWissG.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;GEMA;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_GEMA_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Konferenz der Leiterinnen und Leiter der Archivverwaltungen des Bundes und der Länder;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_KLA_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Verband Deutscher Bühnen + Medienverlage e.V. (VDB);27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_vdb_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Informationskreis AufnahmeMedien;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_im_aufnahme_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Allianz der deutschen Wissenschaftsorganisationen;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_allianz_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;ARD / ZDF;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_ard_zdf_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;SPIO, AG DOK, AG Kurzfilm, BJF, filmbüro NW, IPAU e.V. und IAnB;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_film_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Hochschule für Musik und Darstellende Kunst Frankfurt am Main;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_hfmdk_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;German U15 e.V.;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_germanu15_RefE_UrhWissG.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;VG Wort;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_vgwort_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Bundesverband professioneller Bildanbieter;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bvpa_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Musikrat;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DMR_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;IPAU e.V.;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_IPAU_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Methode Film;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_methodefilm_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;VG Bild-Kunst;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_VG_BildKunst_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Landesrektorenkonferenz Baden-Württemberg;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_lrk_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Albert-Ludwigs-Universität Freiburg;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_uni_freiburg_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Börsenverein des Deutschen Buchhandels e.V.;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_boersenverein_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Konferenz Sächsischer Studierendenschaften;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_kss_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Springer Nature;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_springer_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Forum der Rechteinhaber;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_fdr_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;VDZ und BDZV;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bdzv_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Hochschulverband;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DHV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;HAW Hessen;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_HAW_Hessen_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Verband der chemischen Industrie e.V.;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_VCI_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Bundesverband der Deutschen Industrie e.V. (BDI);27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bdi_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;bitkom;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bitkom_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;EKD bei der Bundesrepublik Deutschland und der Europäischen Union und des Kommissariats der deutschen Bischöfe;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_ekd_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Hochschule für Bildende Künste Dresden;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_hfbk_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Hochschule Flensburg;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_HS_Flensburg_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Max-Planck-Institut für Innovation und Wettbewerb;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_mpi_RefE_UrhWissG.pdf?__blob=publicationFile&v=6
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Philologenverband;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_dphv_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Universität Vechta;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_vechta_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;utb GmbH;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_utb_RefE_UrhWissG.pdf?__blob=publicationFile&v=3
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Landkreistag;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DLT_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Bundesverband Computerhersteller (BCH) e.V.;25. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_bch_RefE_UrhWissG.pdf?__blob=publicationFile&v=3
Gesetz zur Bekämpfung von Kinderehen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Kinderehe.html;NA;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02242017_Stellungnahme_ZDM_RefE_Kinderehe.pdf?__blob=publicationFile&v=3
Gesetz zur Bekämpfung von Kinderehen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Kinderehe.html;NA;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02242017_Stellungnahme_DIMR_RefE_Kinderehe.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Walter de Gruyter GmbH;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Gruyter_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Institut für Deutsche Sprache;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_InstitutDeutscheSprache_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Stellungnahme des Verbandes der Historiker und Historikerinnen Deutschlands;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Historiker_RefE_UrhWissG.html;Verband der Historiker und Historikerinnen Deutschlands;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Historiker_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Technische Universität Hamburg-Harburg;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_Uni_Bremen_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Bundesverband Bildender Künstlerinnen und Künstler;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_BBK_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Hochschule München;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_HM_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Deutscher Musikverleger-Verband e.V.;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DMV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;Hochschule Ludwigshafen am Rhein;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_HS_Ludwigshafen_RefE_UrhWissG.pdf?__blob=publicationFile&v=2
